ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
48321;diclofenac sódico;DISIPAN 75 MG;75 mg comp.rec.x 30;Laboratorios Be;$ 1285.91;40%;$ 771.55
47828;dienogest+valerato de estradiol;AZUCENA;comp.rec.x 28;Laboratorios Be;$ 17484.09;50%;$ 8742.05
33139;diosmina+hesperidina micronizada;TERBENOL DUO;comp.x 30;Laboratorios Be;$ 25047.1;40%;$ 15028.26
48168;diosmina+hesperidina micronizada;TERBENOL DUO;comp.x 60;Laboratorios Be;$ 47121.57;40%;$ 28272.94
50487;diosmina+hesperidina micronizada;TERBENOL UD;sob.x 30;Laboratorios Be;$ 47519.27;40%;$ 28511.56
38236;drospirenona+etinilestradiol;KALA;comp.rec.x 28;Laboratorios Be;$ 16279.2;50%;$ 8139.6
39992;drospirenona+etinilestradiol;KALA MD;comp.rec.x 28;Laboratorios Be;$ 18452.53;50%;$ 9226.27
50014;eplerenona;ETILES;25 mg comp.x 30;Laboratorios Be;$ 17869.88;50%;$ 8934.94
50016;eplerenona;ETILES;50 mg comp.x 30;Laboratorios Be;$ 26191.96;50%;$ 13095.98
37810;etinilestradiol+gestodeno;CUIDAFEM;comp.rec.x 21;Laboratorios Be;$ 8752.5;50%;$ 4376.25
37809;etinilestradiol+gestodeno;ALELI;comp.rec.x 28;Laboratorios Be;$ 12041.05;50%;$ 6020.53
56792;etoricoxib;ERICOB;120 mg comp.rec.x 7;Laboratorios Be;$ 12225.09;50%;$ 6112.55
56788;etoricoxib;ERICOB;60 mg comp.rec.x 14;Laboratorios Be;$ 15056.32;50%;$ 7528.16
56789;etoricoxib;ERICOB;60 mg comp.rec.x 28;Laboratorios Be;$ 29318.37;50%;$ 14659.19
56790;etoricoxib;ERICOB;90 mg comp.rec.x 14;Laboratorios Be;$ 22790.6;50%;$ 11395.3
56791;etoricoxib;ERICOB;90 mg comp.rec.x 28;Laboratorios Be;$ 36365.18;50%;$ 18182.59
36512;ezetimibe;ALIPAS;10 mg comp.x 30;Laboratorios Be;$ 15579.73;50%;$ 7789.87
37362;ezetimibe+simvastatin;ALIPAS DUO;10/10 mg comp.x 30;Laboratorios Be;$ 20762.49;50%;$ 10381.25
37363;ezetimibe+simvastatin;ALIPAS DUO;10/20 mg comp.x 30;Laboratorios Be;$ 20483.7;50%;$ 10241.85
37364;ezetimibe+simvastatin;ALIPAS DUO;10/40 mg comp.x 30;Laboratorios Be;$ 31075.86;50%;$ 15537.93
1289;fenofibrato micronizado;PROCETOKEN;100 mg comp.x 60;Laboratorios Be;$ 11112.22;60%;$ 4444.89
44353;fenofibrato micronizado;PROCETOKEN;200 mg cáps.x 30;Laboratorios Be;$ 30178.76;60%;$ 12071.5
8213;fenofibrato micronizado;PROCETOKEN;300 mg comp.x 30;Laboratorios Be;$ 35860;60%;$ 14344
54677;fenofíbrico,ác.;PROCETOKEN XR;135 mg cáps.x 30;Laboratorios Be;$ 29196.79;60%;$ 11678.72
54678;fenofíbrico,ác.;PROCETOKEN XR;45 mg cáps.x 30;Laboratorios Be;$ 23217.54;60%;$ 9287.02
14907;fluoxetina;ANIMEX-ON;20 mg comp.x 30;Laboratorios Be;$ 13684.98;50%;$ 6842.49
44688;fólico,ác.;BERNAFOLIC 1;1 mg comp.x 30;Laboratorios Be;$ 6417.43;50%;$ 3208.72
44689;fólico,ác.;BERNAFOLIC 1;1 mg comp.x 60;Laboratorios Be;$ 10015.51;50%;$ 5007.76
44690;fólico,ác.;BERNAFOLIC 5;5 mg comp.x 30;Laboratorios Be;$ 8089.81;50%;$ 4044.91
44691;fólico,ác.;BERNAFOLIC 5;5 mg comp.x 60;Laboratorios Be;$ 13704.06;50%;$ 6852.03
41530;hedera helix;QURA TOS;jbe.x 100 ml;Laboratorios Be;$ 6797.66;50%;$ 3398.83
12612;hexetidina+bencidamina;BUCHEX FORTE;fco.x 200 ml;Laboratorios Be;$ 9805.33;50%;$ 4902.67
39553;ibandrónico,ác.;IBANLEG;150 mg comp.rec.x 1;Laboratorios Be;$ 28581.37;50%;$ 14290.69
39554;ibandrónico,ác.;IBANLEG;150 mg comp.rec.x 3;Laboratorios Be;$ 58716.15;50%;$ 29358.08
25367;ketorolac;SINALGICO SL;10 mg comp.subl.x 10;Laboratorios Be;$ 9066.29;50%;$ 4533.15
25369;ketorolac;SINALGICO SL;10 mg comp.subl.x 20;Laboratorios Be;$ 17576.69;50%;$ 8788.35
11961;ketorolac;SINALGICO;10 mg comp.x 20;Laboratorios Be;$ 10693.22;50%;$ 5346.61
11709;ketorolac;SINALGICO;20 mg comp.x 10;Laboratorios Be;$ 10064.92;50%;$ 5032.46
11962;ketorolac;SINALGICO;20 mg comp.x 20;Laboratorios Be;$ 16540.27;50%;$ 8270.14
11710;ketorolac;SINALGICO;30 mg a.x 3 x 1 ml;Laboratorios Be;$ 5191.49;50%;$ 2595.75
19126;ketorolac;SINALGICO;60 mg a.x 3 x 2 ml;Laboratorios Be;$ 14410.85;50%;$ 7205.43
44693;levofloxacina;BACFURON;500 mg comp.rec.x 14;Laboratorios Be;$ 22847.08;60%;$ 9138.83
44692;levofloxacina;BACFURON;500 mg comp.rec.x 7;Laboratorios Be;$ 11703.85;60%;$ 4681.54
44694;levofloxacina;BACFURON;750 mg comp.rec.x 5;Laboratorios Be;$ 13379.59;60%;$ 5351.84
41532;losartán;VASEXTEN 100;100 mg comp.rec.x 30;Laboratorios Be;$ 27592.32;80%;$ 5518.46
41531;losartán;VASEXTEN 50;50 mg comp.rec.x 30;Laboratorios Be;$ 22470.22;80%;$ 4494.04
41541;losartán+hidroclorotiazida;VASEXTEN D;100/25 mg comp.rec.x 30;Laboratorios Be;$ 28454.51;60%;$ 11381.8
41540;losartán+hidroclorotiazida;VASEXTEN D;50/12.5 mg comp.rec.x 30;Laboratorios Be;$ 25891.1;60%;$ 10356.44
50496;loxoprofeno sódico anhidro;TABE;60 mg comp.x 20;Laboratorios Be;$ 14684.67;50%;$ 7342.34
40583;metronidazol;OVUFEM;comp.rec.x 20;Laboratorios Be;$ 10781.25;50%;$ 5390.63
40582;metronidazol;OVUFEM;comp.rec.x 8;Laboratorios Be;$ 4670.04;50%;$ 2335.02
40581;miconazol+metronidazol+asoc.;OVUFEM;óv.x 12;Laboratorios Be;$ 23813.51;40%;$ 14288.11
40580;miconazol+metronidazol+asoc.;OVUFEM;óv.x 6;Laboratorios Be;$ 13087.33;40%;$ 7852.4
1243;naproxeno;ALIDASE;comp.x 10;Laboratorios Be;$ 6777.46;40%;$ 4066.48
594;naproxeno;ALIDASE 500;comp.x 10;Laboratorios Be;$ 12490.78;40%;$ 7494.47
603;naproxeno;ALIDASE 500;comp.x 40;Laboratorios Be;$ 42966.13;40%;$ 25779.68
50488;nomegestrol,acetato+estradiol;AMAPOLI;comp.rec.x 28;Laboratorios Be;$ 18913.49;50%;$ 9456.75
39560;omeprazol+sodio,bicarbonato;GASTEC RAPIDO;20 mg cáps.x 30;Laboratorios Be;$ 30493.99;40%;$ 18296.39
39561;omeprazol+sodio,bicarbonato;GASTEC RAPIDO;40 mg cáps.x 15;Laboratorios Be;$ 32843.06;40%;$ 19705.84
33575;paracetamol+pseudoefedrina+asoc.;QURA PLUS;comp.rec.x 20;Laboratorios Be;$ 7780.35;40%;$ 4668.21
15484;paracetamol+pseudoefedrina+asoc.;QURA;comp.rec.x 20;Laboratorios Be;$ 6963.12;40%;$ 4177.87
46184;paracetamol+pseudoefedrina+asoc.;QURA PLUS;jbe.x 100 ml;Laboratorios Be;$ 8340.73;40%;$ 5004.44
15483;piroxicam;SOLOCALM GEL;1% env.x 30 g;Laboratorios Be;$ 7025.1;50%;$ 3512.55
5515;piroxicam;SOLOCALM;20 mg comp.x 20;Laboratorios Be;$ 7459.84;50%;$ 3729.92
5516;piroxicam;SOLOCALM;20 mg comp.x 40;Laboratorios Be;$ 10982.99;50%;$ 5491.5
8258;piroxicam+carisoprodol;SOLOCALM FLEX;comp.x 20;Laboratorios Be;$ 490.63;50%;$ 245.32
13642;piroxicam+carisoprodol+asoc.;SOLOCALM PLUS;comp.x 20;Laboratorios Be;$ 15084.87;50%;$ 7542.44
52884;rifaximina;ROCIAMIN;200 mg comp.rec.x 20;Laboratorios Be;$ 17618.2;50%;$ 8809.1
52885;rifaximina;ROCIAMIN;200 mg comp.rec.x 40;Laboratorios Be;$ 33034.06;50%;$ 16517.03
52886;rifaximina;ROCIAMIN;400 mg comp.rec.x 30;Laboratorios Be;$ 48372.41;50%;$ 24186.21
58158;rifaximina;ROCIAMIN 550;comp.rec.x 10;Laboratorios Be;$ 22198.12;50%;$ 11099.06
58159;rifaximina;ROCIAMIN 550;comp.rec.x 30;Laboratorios Be;$ 57356.97;50%;$ 28678.49
60515;rivaroxabán;LIXATROM;15 mg comp.rec.x 30;Laboratorios Be;$ 90637.94;50%;$ 45318.97
60516;rivaroxabán;LIXATROM;20 mg comp.rec.x 30;Laboratorios Be;$ 97723.69;50%;$ 48861.85
55172;rosuvastatina;ROSUBER;10 mg comp.x 30;Laboratorios Be;$ 19783.16;50%;$ 9891.58
55173;rosuvastatina;ROSUBER;20 mg comp.x 30;Laboratorios Be;$ 35188.17;50%;$ 17594.09
55174;rosuvastatina;ROSUBER;40 mg comp.x 30;Laboratorios Be;$ 61013.98;50%;$ 30506.99
55171;rosuvastatina;ROSUBER;5 mg comp.x 30;Laboratorios Be;$ 13432.28;50%;$ 6716.14
58211;rosuvastatina+ezetimibe;ROSUBER PLUS;10/10 mg comp. rec.x 30;Laboratorios Be;$ 26297.77;50%;$ 13148.89
58212;rosuvastatina+ezetimibe;ROSUBER PLUS;20/10 mg comp. rec.x 30;Laboratorios Be;$ 44913.55;50%;$ 22456.78
22171;sildenafil;VORST;100 mg comp.x 2;Laboratorios Be;$ 5520.66;50%;$ 2760.33
22172;sildenafil;VORST;100 mg comp.x 4;Laboratorios Be;$ 9550.76;50%;$ 4775.38
30160;sildenafil;VORST;100 mg comp.x 6;Laboratorios Be;$ 13944.8;50%;$ 6972.4
30158;sildenafil;VORST;25 mg comp.x 6;Laboratorios Be;$ 8484.42;50%;$ 4242.21
35059;sildenafil;VORST-M;50 mg comp.ran.mast.x 20;Laboratorios Be;$ 34620.78;50%;$ 17310.39
35058;sildenafil;VORST-M;50 mg comp.ran.mast.x 6;Laboratorios Be;$ 10476.15;50%;$ 5238.08
22168;sildenafil;VORST;50 mg comp.x 2;Laboratorios Be;$ 3771.89;50%;$ 1885.95
33450;sildenafil;VORST;50 mg comp.x 20;Laboratorios Be;$ 32236.67;50%;$ 16118.34
22169;sildenafil;VORST;50 mg comp.x 4;Laboratorios Be;$ 6566.85;50%;$ 3283.43
30159;sildenafil;VORST;50 mg comp.x 6;Laboratorios Be;$ 10269.36;50%;$ 5134.68
20850;simvastatin;LISAC;10 mg comp.rec.x 30;Laboratorios Be;$ 19284.73;80%;$ 3856.95
37033;simvastatin;LISAC;20 mg comp.rec.x 30;Laboratorios Be;$ 25462.32;80%;$ 5092.46
60851;sitagliptina;SIGLIBER;100 mg comp.x 30;Laboratorios Be;$ 75375.99;100%;$ 0
60849;sitagliptina;SIGLIBER;25 mg comp.x 30;Laboratorios Be;$ 60000.73;100%;$ 0
60850;sitagliptina;SIGLIBER;50 mg comp.x 30;Laboratorios Be;$ 70126.22;100%;$ 0
1258;sodio,fluoruro;FLUORDENT;comp.x 30;Laboratorios Be;$ 9069.73;50%;$ 4534.87
1260;sodio,fluoruro;FLUORDENT;gts.x 30 ml;Laboratorios Be;$ 9069.73;50%;$ 4534.87
17125;sodio,fluoruro+asoc.;FLUORDENT PX COLUTORIO;fco.x 200 ml;Laboratorios Be;$ 7949.45;50%;$ 3974.73
54773;tadalafilo;VORST 36;20 mg comp.rec.x 1;Laboratorios Be;$ 8554.65;50%;$ 4277.33
54776;tadalafilo;VORST 36;20 mg comp.rec.x 10;Laboratorios Be;$ 73098.88;50%;$ 36549.44
54774;tadalafilo;VORST 36;20 mg comp.rec.x 2;Laboratorios Be;$ 15649.21;50%;$ 7824.61
54775;tadalafilo;VORST 36;20 mg comp.rec.x 4;Laboratorios Be;$ 30322.74;50%;$ 15161.37
54772;tadalafilo;VORST 36;5 mg comp.rec.x 30;Laboratorios Be;$ 75264.78;50%;$ 37632.39
1271;trimebutina;MIOPROPAN;comp.x 20;Laboratorios Be;$ 6332.85;50%;$ 3166.43
34368;trimebutina;MIOPROPAN LP;comp.x 20;Laboratorios Be;$ 12928.89;50%;$ 6464.45
33675;trimebutina;MIOPROPAN 200;comp.x 20;Laboratorios Be;$ 8706.93;50%;$ 4353.47
28281;trimebutina;MIOPROPAN LP;comp.x 30;Laboratorios Be;$ 14364.53;50%;$ 7182.27
13970;trimebutina;MIOPROPAN 200;comp.x 30;Laboratorios Be;$ 11085.84;50%;$ 5542.92
5160;trimebutina;MIOPROPAN;comp.x 40;Laboratorios Be;$ 10159.19;50%;$ 5079.6
35855;trimebutina;MIOPROPAN LP;comp.x 60;Laboratorios Be;$ 27858.96;50%;$ 13929.48
35854;trimebutina;MIOPROPAN 200;comp.x 60;Laboratorios Be;$ 22305.91;50%;$ 11152.96
1274;trimebutina+bromazepam;MIOPROPAN T;100/1.5 mg comp.x 20;Laboratorios Be;$ 7473.6;50%;$ 3736.8
1275;trimebutina+bromazepam;MIOPROPAN T;100/1.5 mg comp.x 50;Laboratorios Be;$ 17114.79;50%;$ 8557.4
40718;trimebutina+bromazepam;MIOPROPAN T 200;200/1.5 mg comp.x 30;Laboratorios Be;$ 13442.31;50%;$ 6721.16
26587;trimebutina+ruscogenina;MIOPROPAN PROCTOLOGICO;cr.x 20 g;Laboratorios Be;$ 15331.6;50%;$ 7665.8
43341;trimebutina+simeticona;MIOPROPAN S;comp.x 30;Laboratorios Be;$ 15273.78;50%;$ 7636.89
43342;trimebutina+simeticona;MIOPROPAN S;comp.x 60;Laboratorios Be;$ 26310.64;50%;$ 13155.32
50532;vit.d3;SUBICAL SOLUCION ORAL;100.000 UI f.a.x 2 ml;Laboratorios Be;$ 8828.22;40%;$ 5296.93
55782;vit.d3;SUBICAL CB;100000 UI cáps.bl.x 1;Laboratorios Be;$ 10751.24;40%;$ 6450.74
55783;vit.d3;SUBICAL CB;100000 UI cáps.bl.x 2;Laboratorios Be;$ 16176.15;40%;$ 9705.69
44962;aciclovir;LAFEVIR;200 mg comp.x 20;Lafedar;$ 12257.34;60%;$ 4902.94
44963;aciclovir;LAFEVIR;200 mg comp.x 40;Lafedar;$ 16191.66;60%;$ 6476.66
44964;aciclovir;LAFEVIR;500 mg liof.a.x 1;Lafedar;$ 10743.43;60%;$ 4297.37
44960;aciclovir;LAFEVIR;800 mg comp.x 20;Lafedar;$ 20346.24;60%;$ 8138.5
44961;aciclovir;LAFEVIR;800 mg comp.x 40;Lafedar;$ 37519.24;60%;$ 15007.7
32357;alendronato;LENDRONAL;comp.x 4;Lafedar;$ 12405.65;60%;$ 4962.26
38867;aluminio,hidr.+magn.hidr.+oxetac;MUCAINE;susp.gel x 150 ml;Lafedar;$ 4783.57;50%;$ 2391.79
38868;aluminio,hidr.+magn.hidr.+oxetac;MUCAINE;susp.gel x 300 ml;Lafedar;$ 7145.2;50%;$ 3572.6
39884;aminoácidos+vit.b6;PROTEIGENO;comp.x 100;Lafedar;$ 19845.17;50%;$ 9922.59
39882;aminoácidos+vit.b6;PROTEIGENO;comp.x 20;Lafedar;$ 4850.17;50%;$ 2425.09
39883;aminoácidos+vit.b6;PROTEIGENO;comp.x 50;Lafedar;$ 10465.8;50%;$ 5232.9
37427;amiodarona;MIODARONA;200 mg comp.x 20;Lafedar;$ 3506.14;80%;$ 701.23
37428;amiodarona;MIODARONA;200 mg comp.x 40;Lafedar;$ 5105.76;80%;$ 1021.15
42818;amitriptilina;FIORDA;25 mg comp.rec.x 14;Lafedar;$ 4018.66;50%;$ 2009.33
39979;amitriptilina;FIORDA;25 mg comp.rec.x 28;Lafedar;$ 6412.38;50%;$ 3206.19
49453;amitriptilina;FIORDA;25 mg comp.rec.x 30;Lafedar;$ 7295.11;50%;$ 3647.56
45809;atorvastatín;LIPODREN;10 mg comp.x 30;Lafedar;$ 27357.87;80%;$ 5471.57
45811;atorvastatín;LIPODREN;20 mg comp.x 30;Lafedar;$ 44398.1;80%;$ 8879.62
55717;baclofeno;ISEDIS;10 mg comp.x 60;Lafedar;$ 16514.37;50%;$ 8257.19
11996;bromazepam;NEUROZEPAM;3 mg comp.x 30;Lafedar;$ 4273.43;50%;$ 2136.72
11997;bromazepam;NEUROZEPAM;6 mg comp.x 30;Lafedar;$ 7872.36;50%;$ 3936.18
46879;budesonide;EXUDROL BUDE;sol.x 20 ml;Lafedar;$ 20549.85;80%;$ 4109.97
22144;buflomedil;BUFLOMEDIL LAFEDAR;iny.a.x 6;Lafedar;$ 28080.83;50%;$ 14040.42
46895;carvedilol;KOLLOSTERIL;12.5 mg comp.x 28;Lafedar;$ 8341.57;60%;$ 3336.63
46896;carvedilol;KOLLOSTERIL;25 mg comp.x 28;Lafedar;$ 11056.4;60%;$ 4422.56
46897;carvedilol;KOLLOSTERIL;6.25 mg comp.x 28;Lafedar;$ 7408.34;60%;$ 2963.34
48224;clindamicina;CLINDALAF;300 mg cáps.x 16;Lafedar;$ 10380.44;60%;$ 4152.18
54136;colistina metansulfonato;COLISTYN;100 mg f.a.iny.x 1;Lafedar;$ 17721.44;60%;$ 7088.58
37426;dexametasona;DEXALAF;4 mg comp.x 10;Lafedar;$ 5159.86;50%;$ 2579.93
37425;dexametasona;DEXALAF;4 mg comp.x 20;Lafedar;$ 9808.66;50%;$ 4904.33
51328;dexametasona;DEXALAF;8 mg comp.x 10;Lafedar;$ 9372.96;50%;$ 4686.48
51329;dexametasona;DEXALAF;8 mg comp.x 20;Lafedar;$ 19686.64;50%;$ 9843.32
51343;dexametasona;DEXALAF;8 mg comp.x 30;Lafedar;$ 22474.49;50%;$ 11237.25
22175;dextrometorfano;DEXTROTOS;jbe.x 100 ml;Lafedar;$ 10497.53;50%;$ 5248.77
36279;diclofenac sódico;DIFENAC RETARD;100 mg comp.rec.x 15;Lafedar;$ 18821.81;40%;$ 11293.09
36278;diclofenac sódico;DIFENAC;75 mg comp.rec.x 15;Lafedar;$ 11541.12;40%;$ 6924.67
41670;diclofenac+vit.b12+betametasona;DIFENAC FORTE;comp.rec.x 15;Lafedar;$ 15963.26;40%;$ 9577.96
29874;digoxina;DIGOXINA LAFEDAR;0.25 mg comp.x 40;Lafedar;$ 5886.42;80%;$ 1177.28
29875;digoxina;DIGOXINA LAFEDAR;75 mg gts.x 10 ml;Lafedar;$ 6056.47;80%;$ 1211.29
40016;dimenhidrinato;VERTIGMINE;50 mg comp.x 12;Lafedar;$ 7423.18;50%;$ 3711.59
40017;dimenhidrinato;VERTIGMINE;50 mg comp.x 24;Lafedar;$ 11102.88;50%;$ 5551.44
40018;dimenhidrinato;VERTIGMINE;sol.x 100 ml;Lafedar;$ 6209.68;50%;$ 3104.84
40945;ezetimibe+simvastatin;COLEFLUX DUO;10/10 mg comp.rec.x 30;Lafedar;$ 19409.81;50%;$ 9704.91
40946;ezetimibe+simvastatin;COLEFLUX DUO;10/20 mg comp.rec.x 30;Lafedar;$ 19235.11;50%;$ 9617.56
40947;ezetimibe+simvastatin;COLEFLUX DUO;10/40 mg comp.rec.x 30;Lafedar;$ 24830.51;50%;$ 12415.26
40948;ezetimibe+simvastatin;COLEFLUX DUO;10/80 mg comp.rec.x 30;Lafedar;$ 38026.46;50%;$ 19013.23
31021;fluconazol;FLUCOLAF;100 mg comp.x 9;Lafedar;$ 17653.48;50%;$ 8826.74
31022;fluconazol;FLUCOLAF;150 mg comp.x 1;Lafedar;$ 6265.77;50%;$ 3132.89
31023;fluconazol;FLUCOLAF;150 mg comp.x 2;Lafedar;$ 11847.87;50%;$ 5923.94
31024;fluconazol;FLUCOLAF;150 mg comp.x 4;Lafedar;$ 19927.97;50%;$ 9963.99
31019;fluconazol;FLUCOLAF;50 mg comp.x 3;Lafedar;$ 3027.28;50%;$ 1513.64
31020;fluconazol;FLUCOLAF;50 mg comp.x 9;Lafedar;$ 8316.06;50%;$ 4158.03
45573;fosfato disódico+fosfato monosód;FOSFALAX ENEMA;env.x 135 ml;Lafedar;$ 5809.96;50%;$ 2904.98
45572;fosfato disódico+fosfato monosód;FOSFALAX ORAL;sol.x 45 ml;Lafedar;$ 13682.47;50%;$ 6841.24
39354;gaba+vit.b6;BUTINEURON;comp.x 100;Lafedar;$ 29023.48;50%;$ 14511.74
39336;gaba+vit.b6;BUTINEURON;comp.x 20;Lafedar;$ 8708.05;50%;$ 4354.03
39353;gaba+vit.b6;BUTINEURON;comp.x 50;Lafedar;$ 15744.53;50%;$ 7872.27
44132;galantamina;MEMOLOS;12 mg comp.x 56;Lafedar;$ 93566.85;50%;$ 46783.43
44129;galantamina;MEMOLOS;4 mg comp.x 14;Lafedar;$ 14062.22;50%;$ 7031.11
44130;galantamina;MEMOLOS;4 mg comp.x 56;Lafedar;$ 40093.47;50%;$ 20046.74
44131;galantamina;MEMOLOS;8 mg comp.x 56;Lafedar;$ 52220.29;50%;$ 26110.15
17654;gentamicina;GENTAMICIN;0.1% cr.x 15 g;Lafedar;$ 6589.31;50%;$ 3294.66
17656;gentamicina;GENTAMICIN;gts.oft.x 10 ml;Lafedar;$ 4982.82;50%;$ 2491.41
7949;glibenclamida;DIABEMIN;5 mg comp.x 60;Lafedar;$ 7049.88;100%;$ 0
4754;gliclazida;UNAVA;80 mg comp.x 20;Lafedar;$ 7842.05;100%;$ 0
4755;gliclazida;UNAVA;80 mg comp.x 60;Lafedar;$ 19668.8;100%;$ 0
22140;hidroclorotiazida+amilorida;REN-UR;comp.x 100;Lafedar;$ 10815.3;50%;$ 5407.65
22138;hidroclorotiazida+amilorida;REN-UR;comp.x 20;Lafedar;$ 3876.76;50%;$ 1938.38
22139;hidroclorotiazida+amilorida;REN-UR;comp.x 50;Lafedar;$ 7247.52;50%;$ 3623.76
41341;hierro+fólico,ác.;HEMOFER FOLIC;comp.x 20;Lafedar;$ 13879.97;50%;$ 6939.99
41342;hierro+fólico,ác.;HEMOFER FOLIC;comp.x 50;Lafedar;$ 11199.03;50%;$ 5599.52
44115;hierro,sulfato;HEMOFER;gts.x 20 ml;Lafedar;$ 6716.72;50%;$ 3358.36
24127;hierro,sulfato;HEMOFER;jbe.x 120 ml;Lafedar;$ 3765.25;50%;$ 1882.63
49271;ibuprofeno;IBUFULL 4%;4 g% susp.x 90 ml;Lafedar;$ 8751.04;40%;$ 5250.62
31735;ibuprofeno;IBUFULL 600;600 mg comp.x 10;Lafedar;$ 7847.92;40%;$ 4708.75
26115;ibuprofeno;IBUFULL 600;600 mg comp.x 20;Lafedar;$ 14020.5;40%;$ 8412.3
46251;indometacina;INDOMET LAFEDAR;2% cr.x 100 g;Lafedar;$ 14222.77;50%;$ 7111.39
47979;ipratropio,bromuro;IPATROP;sol.p/nebulizar x 20 ml;Lafedar;$ 6227.34;60%;$ 2490.94
47980;ipratropio,bromuro;IPATROP;sol.p/nebulizar x 40 ml;Lafedar;$ 8850.85;60%;$ 3540.34
29894;ketoconazol;KETONAZOL LAFEDAR;2% cr.x 15 g;Lafedar;$ 7034.21;40%;$ 4220.53
29892;ketoconazol;KETONAZOL LAFEDAR;2% susp.oral x 100 ml;Lafedar;$ 12742.43;40%;$ 7645.46
29890;ketoconazol;KETONAZOL LAFEDAR;2% susp.oral x 30 ml;Lafedar;$ 8931.29;40%;$ 5358.77
30316;ketoconazol;KETONAZOL LAFEDAR;200 mg comp.x 10;Lafedar;$ 7062.01;40%;$ 4237.21
29895;ketoconazol;KETONAZOL LAFEDAR;pvo.x 50 g;Lafedar;$ 7676.02;40%;$ 4605.61
51245;labetalol;BLOCAMINE;200 mg comp.x 20;Lafedar;$ 15106.59;50%;$ 7553.3
36218;lactulosa;LAFELAX;jbe.x 120 ml;Lafedar;$ 11506;40%;$ 6903.6
20141;loperamida;LANSEKA;2 mg comp.x 10;Lafedar;$ 5531.57;50%;$ 2765.79
26308;loperamida;LANSEKA;2 mg comp.x 20;Lafedar;$ 8654.64;50%;$ 4327.32
13913;loratadina;NULAREF;comp.x 10;Lafedar;$ 4012.58;40%;$ 2407.55
38866;loratadina;NULAREF;jbe.x 60 ml;Lafedar;$ 6993.32;40%;$ 4195.99
20368;loratadina+betametasona;NULAREF-CORT;comp.x 10;Lafedar;$ 12752.46;40%;$ 7651.48
19696;loratadina+pseudoefedrina;NULAREF-D;comp.rec.x 10;Lafedar;$ 13140.33;40%;$ 7884.2
46944;lorazepam;PLARDOX;1 mg comp.subl. x 30;Lafedar;$ 5680.1;50%;$ 2840.05
37433;lorazepam;PLARDOX;1 mg comp.x 100;Lafedar;$ 6478.22;50%;$ 3239.11
37432;lorazepam;PLARDOX;1 mg comp.x 50;Lafedar;$ 4580.51;50%;$ 2290.26
37434;lorazepam;PLARDOX;2.5 mg comp.x 100;Lafedar;$ 10344.56;50%;$ 5172.28
4524;lorazepam;PLARDOX;2.5 mg comp.x 50;Lafedar;$ 6550.39;50%;$ 3275.2
38194;losartán;PRESINOR;50 mg comp.x 15;Lafedar;$ 9522.24;80%;$ 1904.45
38195;losartán;PRESINOR;50 mg comp.x 30;Lafedar;$ 20303.05;80%;$ 4060.61
38196;losartán+hidroclorotiazida;PRESINOR D;comp.rec.x 15;Lafedar;$ 11503.27;60%;$ 4601.31
38197;losartán+hidroclorotiazida;PRESINOR D;comp.rec.x 30;Lafedar;$ 23901.25;60%;$ 9560.5
35314;miconazol+metronidazol+asoc.;PENTOL;óv.x 6;Lafedar;$ 13487.94;40%;$ 8092.76
48667;mupirocina;QUEMICETINA NF NASAL;2% ung.x 3 g;Lafedar;$ 7325.39;50%;$ 3662.7
17252;nimodipina;MACOBAL 30 MG;30 mg comp.x 30;Lafedar;$ 8181.27;50%;$ 4090.64
17253;nimodipina;MACOBAL 30 MG;30 mg comp.x 60;Lafedar;$ 12759.05;50%;$ 6379.53
34777;potasio,gluconato;GLUCO-K;elixir x 150 ml;Lafedar;$ 4690.39;50%;$ 2345.2
45808;rivastigmina;RIVASMINA;1.5 mg cáps.x 14;Lafedar;$ 15832.27;50%;$ 7916.14
45813;rivastigmina;RIVASMINA;1.5 mg cáps.x 28;Lafedar;$ 25331.04;50%;$ 12665.52
45815;rivastigmina;RIVASMINA;1.5 mg cáps.x 56;Lafedar;$ 34586.57;50%;$ 17293.29
45814;rivastigmina;RIVASMINA;3 mg cáps.x 14;Lafedar;$ 15832.27;50%;$ 7916.14
45816;rivastigmina;RIVASMINA;3 mg cáps.x 28;Lafedar;$ 25331.04;50%;$ 12665.52
45818;rivastigmina;RIVASMINA;3 mg cáps.x 56;Lafedar;$ 34586.57;50%;$ 17293.29
45817;rivastigmina;RIVASMINA;4.5 mg cáps.x 14;Lafedar;$ 15832.27;50%;$ 7916.14
45819;rivastigmina;RIVASMINA;4.5 mg cáps.x 28;Lafedar;$ 25331.04;50%;$ 12665.52
45820;rivastigmina;RIVASMINA;4.5 mg cáps.x 56;Lafedar;$ 34586.57;50%;$ 17293.29
45821;rivastigmina;RIVASMINA;6 mg cáps.x 14;Lafedar;$ 15832.27;50%;$ 7916.14
45822;rivastigmina;RIVASMINA;6 mg cáps.x 28;Lafedar;$ 25331.04;50%;$ 12665.52
45823;rivastigmina;RIVASMINA;6 mg cáps.x 56;Lafedar;$ 34586.57;50%;$ 17293.29
55416;rosuvastatina;TIALIPOL;20 mg comp.x 30;Lafedar;$ 31038.45;50%;$ 15519.23
